brand,model,variant,year,fuel_type,transmission,owner_count,km_driven,mileage,engine_capacity,cylinders,seating_capacity,safety_rating,city,health_score,maintenance_cost,ex_showroom_price,selling_price
Tata,Nexon,Sport,2013,Electric,Automatic,1,178913,21.9,0,0,7,5,Chennai,94,Medium,3.37,2.93
Honda,WR-V,ZXI,2017,Electric,Automatic,1,111246,19.5,0,0,7,4,Mumbai,96,Medium,6.21,5.4
Audi,Q5,VXI,2015,Petrol,Automatic,2,148302,12.2,2993,6,5,4,Hyderabad,86,High,29.16,25.36
Tesla,Model Y,Performance,2022,Electric,Automatic,2,44597,544.6,0,0,5,5,Kolkata,91,Medium,91.0,79.13
Audi,Q3,Legender,2013,Diesel,Automatic,2,156367,11.8,1998,4,7,4,Kolkata,91,High,14.0,12.17
Mercedes-Benz,GLE,Legender,2020,Diesel,Automatic,1,69938,13.7,2998,6,7,4,Kolkata,67,High,54.29,47.21
Hyundai,Tucson,Performance,2025,CNG,Automatic,1,16932,25.2,998,3,5,3,Ahmedabad,75,Low,5.97,5.19
Tata,Safari,ZXI,2012,Diesel,Manual,1,146347,17.6,1497,3,7,5,Bangalore,74,Medium,4.51,3.92
Toyota,Innova,Crysta,2023,Electric,Automatic,1,48273,23.3,0,0,7,4,Mumbai,67,Medium,23.69,20.6
Honda,WR-V,Legender,2024,Electric,Automatic,1,25448,22.1,0,0,7,4,Delhi,84,Medium,10.66,9.27
Maruti Suzuki,Alto,Crysta,2024,CNG,Automatic,1,23036,26.8,1498,3,5,2,Chennai,96,Low,3.98,3.46
Mercedes-Benz,E-Class,Crysta,2024,Electric,Automatic,1,22202,395.3,0,0,7,5,Bangalore,86,High,113.84,98.99
Hyundai,Alcazar,VXI,2025,Diesel,Manual,1,19513,15.3,1197,3,7,3,Kolkata,78,Low,6.46,5.62
Audi,A4,LXI,2019,Electric,Automatic,4,74375,534.0,0,0,5,5,Delhi,85,High,23.34,20.3
Honda,City,Sport,2021,CNG,Manual,1,70014,28.4,1498,3,5,5,Bangalore,98,Medium,6.62,5.76
Tesla,Model 3,Legender,2018,Electric,Automatic,1,115882,440.2,0,0,5,4,Chennai,85,Medium,36.05,31.35
BMW,X5,VXI,2024,CNG,Automatic,1,29758,13.7,2998,6,7,5,Bangalore,79,High,73.17,63.63
Honda,City,Performance,2016,CNG,Manual,1,144913,24.1,1498,3,7,4,Pune,84,Medium,3.22,2.8
Hyundai,Tucson,Luxury Line,2012,Petrol,Automatic,1,164340,18.1,1197,3,5,2,Mumbai,87,Low,2.23,1.94
Toyota,Innova,VXI,2017,Diesel,Automatic,1,106245,16.0,2694,6,7,4,Bangalore,66,Medium,12.62,10.97
Mahindra,Bolero,VXI,2022,CNG,Automatic,2,57183,23.0,1497,3,5,5,Ahmedabad,83,Medium,7.42,6.45
Maruti Suzuki,Breza,Legender,2017,Petrol,Manual,1,128959,15.1,1498,3,7,4,Ahmedabad,66,Low,2.06,1.79
Tesla,Model Y,Legender,2022,Electric,Automatic,3,45455,480.8,0,0,5,5,Kolkata,70,Medium,71.29,61.99
Honda,Amaze,LXI,2019,CNG,Automatic,1,80413,26.8,1497,3,7,4,Mumbai,75,Medium,5.11,4.44
BMW,7 Series,ZXI,2020,Electric,Automatic,1,70985,531.1,0,0,5,5,Pune,66,High,71.76,62.4
Honda,Amaze,Crysta,2018,CNG,Manual,1,75896,23.7,1197,3,7,3,Ahmedabad,65,Medium,3.51,3.05
Tesla,Model Y,Sport,2022,Electric,Automatic,4,49377,527.4,0,0,5,5,Mumbai,89,Medium,84.58,73.55
Honda,WR-V,Performance,2013,Diesel,Manual,1,190885,22.3,1498,3,5,4,Bangalore,88,Medium,3.2,2.78
Audi,A6,LXI,2024,CNG,Automatic,1,28402,11.0,2998,6,7,4,Bangalore,65,High,62.05,53.96
BMW,X5,VXI,2018,Diesel,Automatic,1,103464,12.2,2993,6,7,4,Pune,84,High,45.57,39.63
Tesla,Model Y,LXI,2025,Electric,Automatic,1,15173,520.5,0,0,5,5,Bangalore,96,Medium,153.74,133.69
Mahindra,Scorpio,Luxury Line,2025,Petrol,Automatic,1,16688,18.4,1997,4,7,4,Hyderabad,97,Medium,21.36,18.57
Mercedes-Benz,S-Class,Crysta,2012,Electric,Automatic,2,192492,543.7,0,0,7,4,Kolkata,74,High,34.14,29.69
Toyota,Innova,ZXI,2025,Petrol,Manual,2,9167,22.8,2393,4,7,5,Hyderabad,96,Medium,25.84,22.47
Hyundai,Tucson,Sport,2015,Petrol,Automatic,2,137486,17.6,1497,3,7,3,Pune,82,Low,2.47,2.15
Mahindra,Bolero,Legender,2013,CNG,Automatic,4,193284,23.4,1497,3,7,5,Delhi,65,Medium,2.18,1.9
Toyota,Innova,Legender,2014,Diesel,Manual,1,171526,20.8,2755,6,7,4,Mumbai,97,Medium,9.98,8.68
Tesla,Model Y,Crysta,2019,Electric,Automatic,2,80681,429.1,0,0,5,4,Hyderabad,95,Medium,75.5,65.65
Audi,Q7,Performance,2019,CNG,Automatic,2,84331,13.6,1998,4,5,5,Pune,92,High,39.81,34.62
Tesla,Model 3,Crysta,2022,Electric,Automatic,2,62672,514.9,0,0,7,4,Bangalore,93,Medium,57.04,49.6
Audi,A6,ZXI,2014,Petrol,Automatic,1,149948,11.3,1998,4,7,5,Chennai,80,High,26.94,23.43
Tata,Harrier,Luxury Line,2025,CNG,Automatic,1,17156,28.9,998,3,5,5,Hyderabad,67,Medium,13.27,11.54
Mercedes-Benz,GLA,VXI,2024,Diesel,Automatic,2,21710,9.8,2993,6,5,4,Bangalore,72,High,49.46,43.01
Mercedes-Benz,GLE,VXI,2020,Petrol,Automatic,2,80812,14.6,1998,4,7,5,Ahmedabad,76,High,50.24,43.69
Tata,Tiago,Performance,2021,Diesel,Automatic,1,58469,20.6,998,3,7,4,Pune,71,Medium,4.15,3.61
BMW,7 Series,VXI,2021,Petrol,Automatic,1,66664,10.5,1984,4,5,5,Kolkata,65,High,65.52,56.97
Audi,Q3,Luxury Line,2019,Diesel,Automatic,3,84506,9.4,2998,6,7,5,Mumbai,93,High,26.75,23.26
BMW,5 Series,Luxury Line,2022,Diesel,Automatic,1,58767,10.2,2993,6,7,4,Delhi,88,High,70.29,61.12
Tesla,Model S,Luxury Line,2022,Electric,Automatic,1,61346,544.8,0,0,5,5,Delhi,85,Medium,95.52,83.06
Mercedes-Benz,GLA,Legender,2017,CNG,Automatic,1,106475,10.9,1984,4,5,5,Delhi,77,High,21.13,18.37
Tesla,Model Y,Legender,2019,Electric,Automatic,1,92197,437.7,0,0,5,4,Hyderabad,68,Medium,64.76,56.31
Mahindra,Thar,Luxury Line,2023,Electric,Manual,1,31087,22.5,0,0,7,5,Kolkata,95,Medium,13.25,11.52
Mercedes-Benz,S-Class,Luxury Line,2013,Petrol,Automatic,1,139671,9.8,2998,6,7,5,Hyderabad,94,High,47.48,41.29
Maruti Suzuki,Swift,LXI,2015,Petrol,Manual,3,144792,18.2,1197,3,5,2,Ahmedabad,72,Low,1.54,1.34
Tata,Altroz,Luxury Line,2021,Electric,Manual,1,65878,17.7,0,0,5,5,Hyderabad,87,Medium,6.66,5.79
Toyota,Corolla Altis,Sport,2013,Petrol,Automatic,1,167566,19.7,1197,3,7,5,Ahmedabad,90,Medium,5.15,4.48
Honda,Amaze,LXI,2013,Electric,Manual,1,195276,22.0,0,0,7,5,Mumbai,98,Medium,3.56,3.1
Maruti Suzuki,Breza,Sport,2019,CNG,Automatic,1,92742,25.9,998,3,5,3,Chennai,79,Low,3.02,2.63
Tesla,Model 3,LXI,2016,Electric,Automatic,3,124270,525.9,0,0,7,5,Mumbai,98,Medium,29.91,26.01
Maruti Suzuki,Swift,Luxury Line,2017,Electric,Manual,3,89278,17.0,0,0,5,3,Pune,67,Low,2.21,1.92
Mahindra,XUV300,ZXI,2017,Petrol,Manual,1,135801,23.2,998,3,7,5,Kolkata,88,Medium,4.82,4.19
Toyota,Glanza,Crysta,2021,Diesel,Manual,3,64364,22.7,1498,3,7,4,Hyderabad,74,Medium,9.13,7.94
Audi,Q3,Sport,2017,CNG,Automatic,1,98330,11.6,1984,4,5,5,Kolkata,77,High,17.08,14.85
Hyundai,Tucson,LXI,2017,Electric,Automatic,1,103081,21.3,0,0,5,2,Delhi,80,Low,3.76,3.27
Mercedes-Benz,GLE,Sport,2018,Electric,Automatic,1,107566,390.8,0,0,7,4,Pune,74,High,50.94,44.3
Tata,Nexon,Sport,2012,Petrol,Automatic,1,160762,15.9,1197,3,7,5,Hyderabad,79,Medium,2.52,2.19
Tata,Safari,LXI,2023,Diesel,Automatic,3,35198,18.1,1498,3,7,5,Delhi,92,Medium,13.28,11.55
Toyota,Camry,Performance,2013,Diesel,Manual,1,139800,22.6,1197,3,7,5,Ahmedabad,90,Medium,11.4,9.91
Honda,Jazz,Luxury Line,2021,CNG,Automatic,1,72924,30.3,998,3,7,4,Delhi,96,Medium,6.67,5.8
Tesla,Model S,VXI,2025,Electric,Automatic,1,7652,514.3,0,0,5,5,Kolkata,80,Medium,121.08,105.29
Toyota,Innova,ZXI,2016,Diesel,Manual,1,120664,18.7,2755,6,7,5,Pune,81,Medium,10.43,9.07
Maruti Suzuki,Swift,Legender,2015,Electric,Automatic,1,162581,18.3,0,0,5,3,Mumbai,67,Low,2.38,2.07
Toyota,Innova,VXI,2018,Electric,Automatic,1,98248,16.8,0,0,7,5,Pune,73,Medium,14.21,12.36
Mercedes-Benz,C-Class,ZXI,2014,Petrol,Automatic,3,137587,9.7,2998,6,7,5,Mumbai,72,High,15.48,13.46
Tata,Tiago,Legender,2020,Electric,Automatic,1,90096,19.3,0,0,7,5,Chennai,65,Medium,3.82,3.32
Mercedes-Benz,E-Class,Legender,2024,CNG,Automatic,1,19317,9.7,2993,6,5,5,Pune,88,High,82.27,71.54
Tesla,Model 3,ZXI,2012,Electric,Automatic,1,176876,384.5,0,0,5,4,Chennai,70,Medium,17.73,15.42
Tesla,Model S,Luxury Line,2021,Electric,Automatic,1,51648,462.1,0,0,5,5,Pune,89,Medium,90.73,78.9
Toyota,Camry,LXI,2019,Petrol,Manual,1,67969,15.8,1498,3,7,5,Ahmedabad,72,Medium,16.67,14.5
BMW,3 Series,ZXI,2018,Diesel,Automatic,1,119867,11.9,2998,6,7,5,Ahmedabad,95,High,26.28,22.85
Audi,Q7,ZXI,2021,CNG,Automatic,2,64011,14.6,2998,6,7,5,Chennai,81,High,45.87,39.89
Mahindra,Bolero,Performance,2021,Petrol,Manual,1,65188,20.9,998,3,7,5,Mumbai,78,Medium,7.66,6.66
Toyota,Fortuner,LXI,2020,Electric,Automatic,1,74139,16.8,0,0,7,5,Mumbai,95,Medium,30.54,26.56
Tata,Nexon,VXI,2018,Diesel,Automatic,1,77206,22.5,998,3,7,4,Mumbai,85,Medium,5.45,4.74
Hyundai,i20,LXI,2025,CNG,Automatic,1,16847,26.1,998,3,5,2,Bangalore,84,Low,7.22,6.28
Hyundai,Creta,Legender,2022,CNG,Automatic,1,48497,25.5,1498,3,7,4,Ahmedabad,74,Low,4.44,3.86
Toyota,Glanza,Performance,2020,Diesel,Manual,1,88227,15.2,1497,3,5,5,Chennai,81,Medium,9.81,8.53
Maruti Suzuki,Baleno,ZXI,2015,CNG,Manual,1,162224,22.4,1498,3,5,2,Bangalore,66,Low,1.68,1.46
Audi,A4,VXI,2019,Petrol,Automatic,2,75727,9.6,2993,6,7,5,Delhi,85,High,23.85,20.74
Audi,A6,VXI,2021,CNG,Automatic,1,68593,13.3,2993,6,5,5,Chennai,71,High,45.21,39.31
Audi,Q5,VXI,2025,Electric,Automatic,1,16745,368.6,0,0,7,5,Kolkata,94,High,96.67,84.06
Audi,A4,Sport,2015,CNG,Automatic,2,131962,9.4,2993,6,5,4,Kolkata,81,High,13.24,11.51
Toyota,Fortuner,ZXI,2024,Diesel,Automatic,1,22743,15.6,2393,4,7,5,Pune,78,Medium,34.78,30.24
Honda,Amaze,VXI,2025,CNG,Manual,1,7549,30.8,1497,3,5,3,Pune,94,Medium,8.81,7.66
Maruti Suzuki,Ertiga,Crysta,2018,Electric,Automatic,1,92814,15.7,0,0,7,3,Chennai,79,Low,3.55,3.09
Hyundai,Alcazar,Performance,2013,Electric,Automatic,1,131821,18.5,0,0,7,4,Delhi,66,Low,2.3,2.0
Mahindra,Scorpio,VXI,2025,Diesel,Automatic,1,9101,16.9,1997,4,7,5,Bangalore,72,Medium,20.18,17.55
Audi,Q5,Performance,2017,Diesel,Automatic,4,109927,13.2,1998,4,5,5,Mumbai,89,High,35.13,30.55
Audi,Q7,Luxury Line,2014,CNG,Automatic,1,142283,13.8,2998,6,7,4,Bangalore,69,High,23.97,20.84
Hyundai,Tucson,Luxury Line,2022,CNG,Automatic,1,45292,22.4,998,3,7,3,Chennai,79,Low,4.88,4.24
Tesla,Model Y,Crysta,2014,Electric,Automatic,2,127257,544.7,0,0,5,4,Pune,98,Medium,45.33,39.42
Maruti Suzuki,Breza,Luxury Line,2025,CNG,Automatic,1,7553,28.7,1497,3,7,2,Bangalore,88,Low,6.37,5.54
Tesla,Model 3,VXI,2025,Electric,Automatic,1,18305,495.2,0,0,7,4,Pune,97,Medium,77.67,67.54
Toyota,Corolla Altis,Luxury Line,2015,Petrol,Automatic,1,147852,18.5,1497,3,5,4,Kolkata,81,Medium,5.8,5.04
BMW,7 Series,VXI,2017,Electric,Automatic,1,100022,399.1,0,0,7,4,Kolkata,75,High,56.23,48.9
Hyundai,Verna,VXI,2018,Diesel,Automatic,2,77112,19.0,998,3,5,2,Pune,79,Low,3.63,3.16
Toyota,Camry,Sport,2019,CNG,Manual,2,75209,25.1,1197,3,7,5,Hyderabad,93,Medium,17.47,15.19
Tesla,Model Y,Sport,2025,Electric,Automatic,1,12004,367.1,0,0,5,5,Hyderabad,84,Medium,134.8,117.22
BMW,5 Series,Legender,2016,CNG,Automatic,2,96460,11.9,2993,6,7,5,Hyderabad,88,High,32.71,28.44
BMW,X1,Crysta,2013,CNG,Automatic,1,154397,14.5,2998,6,5,4,Delhi,93,High,13.96,12.14
Tesla,Model Y,Legender,2014,Electric,Automatic,1,177728,448.5,0,0,5,4,Chennai,82,Medium,41.52,36.1
Tata,Harrier,LXI,2013,Electric,Automatic,1,185242,17.9,0,0,7,5,Pune,98,Medium,5.99,5.21
Toyota,Camry,ZXI,2019,Electric,Manual,2,80200,20.5,0,0,5,5,Kolkata,69,Medium,16.93,14.72
Honda,Jazz,VXI,2024,Petrol,Manual,1,25507,17.6,1197,3,7,4,Mumbai,78,Medium,8.45,7.35
Mahindra,XUV300,LXI,2013,Electric,Manual,1,146073,20.1,0,0,5,5,Kolkata,65,Medium,3.24,2.82
Maruti Suzuki,Swift,Crysta,2019,CNG,Manual,1,68531,27.2,1497,3,5,2,Delhi,91,Low,2.99,2.6
Audi,Q3,Sport,2023,Electric,Automatic,3,39835,473.8,0,0,5,5,Mumbai,71,High,35.52,30.89
Mahindra,XUV300,Crysta,2023,Petrol,Automatic,1,38637,22.4,1197,3,7,5,Kolkata,69,Medium,8.71,7.57
BMW,X1,ZXI,2022,Diesel,Automatic,1,48940,10.6,2998,6,7,4,Chennai,65,High,33.49,29.12
Hyundai,Grand i10,Crysta,2018,Petrol,Manual,2,100834,18.8,998,3,7,4,Mumbai,88,Low,2.36,2.05
Tata,Tiago,ZXI,2015,Electric,Manual,1,147857,22.0,0,0,7,5,Mumbai,66,Medium,2.2,1.91
Toyota,Corolla Altis,Performance,2015,Petrol,Manual,1,162467,15.9,998,3,7,4,Chennai,96,Medium,6.03,5.24
Audi,Q5,Luxury Line,2022,Electric,Automatic,3,55545,356.3,0,0,5,5,Mumbai,81,High,62.54,54.38
Toyota,Camry,ZXI,2024,Petrol,Automatic,1,30682,18.8,1497,3,7,4,Hyderabad,76,Medium,32.98,28.68
Toyota,Glanza,ZXI,2012,Electric,Automatic,1,172925,22.4,0,0,7,5,Mumbai,89,Medium,5.93,5.16
Audi,Q7,Sport,2014,Electric,Automatic,1,145421,438.8,0,0,5,4,Pune,66,High,26.92,23.41
Tata,Harrier,Legender,2025,Petrol,Manual,4,19656,22.0,1497,3,7,5,Kolkata,93,Medium,11.73,10.2
Toyota,Glanza,Sport,2025,Diesel,Manual,2,17028,17.8,1498,3,5,4,Mumbai,77,Medium,15.42,13.41
Tesla,Model S,Legender,2023,Electric,Automatic,1,41808,357.3,0,0,5,5,Ahmedabad,88,Medium,105.54,91.77
Tata,Altroz,ZXI,2023,Diesel,Automatic,1,37212,22.3,1497,3,7,5,Pune,66,Medium,6.89,5.99
Tata,Altroz,Legender,2025,Petrol,Manual,2,18279,19.8,998,3,5,4,Pune,92,Medium,7.88,6.85
BMW,X1,Legender,2024,CNG,Automatic,1,23988,11.1,2993,6,5,4,Mumbai,95,High,45.28,39.37
Mercedes-Benz,E-Class,Performance,2019,Petrol,Automatic,2,83193,9.7,2993,6,5,5,Pune,98,High,55.45,48.22
Mercedes-Benz,S-Class,ZXI,2014,Electric,Automatic,1,156230,404.2,0,0,7,5,Bangalore,75,High,52.6,45.74
Mercedes-Benz,GLE,ZXI,2023,Electric,Automatic,1,28561,457.1,0,0,5,5,Delhi,66,High,80.88,70.33
Tata,Safari,LXI,2020,Diesel,Automatic,1,64386,21.4,1497,3,7,5,Delhi,95,Medium,11.83,10.29
Hyundai,i20,ZXI,2019,Petrol,Automatic,3,104978,21.3,1497,3,5,2,Bangalore,82,Low,3.68,3.2
Toyota,Fortuner,Legender,2013,CNG,Automatic,1,195482,29.3,2755,6,7,5,Mumbai,95,Medium,11.2,9.74
Hyundai,Verna,Sport,2018,CNG,Manual,1,92753,23.8,1497,3,7,4,Pune,79,Low,2.84,2.47
Audi,Q7,Crysta,2025,CNG,Automatic,4,11739,10.4,1984,4,5,5,Mumbai,81,High,60.98,53.03
Mahindra,Bolero,Crysta,2017,Electric,Manual,1,97449,17.2,0,0,5,4,Delhi,70,Medium,5.28,4.59
Tesla,Model Y,Luxury Line,2020,Electric,Automatic,1,73865,429.0,0,0,5,5,Kolkata,69,Medium,67.06,58.31
Tata,Altroz,LXI,2013,Petrol,Automatic,1,176823,15.2,998,3,7,4,Hyderabad,88,Medium,2.86,2.49
Mahindra,Bolero,VXI,2022,Petrol,Manual,1,53148,24.0,1498,3,7,4,Pune,81,Medium,7.99,6.95
Mercedes-Benz,S-Class,Legender,2025,CNG,Automatic,1,14363,13.6,2993,6,5,5,Ahmedabad,67,High,103.37,89.89
BMW,X5,VXI,2017,Petrol,Automatic,2,95969,12.5,2993,6,5,4,Hyderabad,70,High,34.26,29.79
Toyota,Innova,Luxury Line,2013,Petrol,Automatic,2,178547,21.7,2393,4,7,5,Bangalore,83,Medium,8.06,7.01
Audi,Q3,Performance,2012,Petrol,Automatic,1,197738,10.6,1984,4,7,5,Pune,85,High,11.88,10.33
Audi,A6,Luxury Line,2022,CNG,Automatic,1,47432,13.6,2998,6,7,5,Mumbai,92,High,62.43,54.29
Mahindra,XUV300,ZXI,2023,Electric,Manual,2,44095,16.0,0,0,5,5,Ahmedabad,88,Medium,9.71,8.44
Tata,Altroz,ZXI,2025,Petrol,Automatic,1,10188,21.2,1497,3,7,4,Hyderabad,66,Medium,8.19,7.12
Mahindra,Scorpio,Luxury Line,2014,Electric,Automatic,1,152466,18.4,0,0,7,5,Kolkata,76,Medium,6.44,5.6
Tesla,Model 3,Legender,2023,Electric,Automatic,4,44751,430.8,0,0,5,5,Hyderabad,82,Medium,47.35,41.17
Mercedes-Benz,S-Class,Sport,2015,Diesel,Automatic,1,119883,13.2,1998,4,5,5,Chennai,91,High,59.8,52.0
BMW,X1,Sport,2023,CNG,Automatic,4,36209,12.9,1984,4,5,5,Pune,87,High,28.26,24.57
Honda,Amaze,ZXI,2016,Petrol,Automatic,1,133286,21.5,998,3,7,4,Ahmedabad,65,Medium,3.42,2.97
Honda,Jazz,Luxury Line,2017,Petrol,Automatic,1,137832,16.6,1197,3,7,3,Ahmedabad,93,Medium,4.61,4.01
Audi,Q3,Performance,2019,Diesel,Automatic,1,86855,10.6,1984,4,5,5,Delhi,67,High,23.57,20.5
Tesla,Model 3,Crysta,2019,Electric,Automatic,2,80999,371.7,0,0,5,5,Bangalore,74,Medium,37.49,32.6
Tesla,Model Y,Performance,2022,Electric,Automatic,1,55523,352.1,0,0,5,5,Hyderabad,82,Medium,97.89,85.12
Mercedes-Benz,GLA,LXI,2025,Electric,Automatic,1,15372,543.2,0,0,5,4,Mumbai,70,High,59.86,52.05
Tesla,Model S,Performance,2014,Electric,Automatic,1,142611,412.0,0,0,5,5,Chennai,67,Medium,38.66,33.62
Mahindra,Thar,Sport,2015,Electric,Automatic,2,116143,19.3,0,0,5,5,Hyderabad,91,Medium,6.68,5.81
Honda,Amaze,Legender,2020,Electric,Automatic,2,79543,15.9,0,0,5,5,Ahmedabad,77,Medium,6.08,5.29
Hyundai,Verna,Sport,2023,Petrol,Manual,1,31377,17.8,1498,3,7,2,Chennai,83,Low,5.52,4.8
Hyundai,i20,Crysta,2015,CNG,Automatic,1,138304,24.9,1197,3,5,4,Kolkata,89,Low,2.44,2.12
Honda,WR-V,Luxury Line,2022,Petrol,Manual,1,61926,17.9,998,3,5,4,Chennai,70,Medium,6.09,5.3
Honda,Amaze,Performance,2014,CNG,Automatic,1,153945,25.4,1497,3,5,5,Delhi,86,Medium,3.09,2.69
Mahindra,XUV300,Luxury Line,2019,CNG,Manual,2,81649,27.6,998,3,7,4,Bangalore,77,Medium,5.36,4.66
Tata,Altroz,LXI,2019,CNG,Manual,1,86882,27.1,1197,3,7,5,Ahmedabad,66,Medium,3.37,2.93
Audi,A6,LXI,2016,CNG,Automatic,2,147205,10.5,2993,6,5,5,Hyderabad,86,High,28.58,24.85
Maruti Suzuki,Dzire,ZXI,2023,Diesel,Manual,3,29653,22.9,1497,3,7,3,Mumbai,69,Low,4.08,3.55
Maruti Suzuki,Alto,Legender,2019,Petrol,Automatic,1,86634,22.9,1497,3,5,2,Chennai,79,Low,2.37,2.06
Mercedes-Benz,C-Class,Luxury Line,2018,Electric,Automatic,2,93952,418.2,0,0,7,4,Mumbai,97,High,34.53,30.03
Maruti Suzuki,Ertiga,Legender,2019,Diesel,Manual,4,75285,22.5,1498,3,7,3,Ahmedabad,67,Low,2.25,1.96
Hyundai,Grand i10,Crysta,2014,CNG,Automatic,2,170641,23.2,1497,3,5,3,Ahmedabad,77,Low,1.38,1.2
Honda,Jazz,ZXI,2015,Electric,Manual,1,126498,20.6,0,0,7,4,Kolkata,84,Medium,3.77,3.28
Toyota,Camry,ZXI,2018,Petrol,Manual,1,106144,21.5,1197,3,7,5,Hyderabad,68,Medium,15.13,13.16
BMW,5 Series,LXI,2020,CNG,Automatic,1,75585,12.0,1984,4,7,5,Pune,75,High,43.39,37.73
Hyundai,Tucson,ZXI,2019,CNG,Automatic,2,86589,27.9,1497,3,5,4,Delhi,66,Low,2.94,2.56
Hyundai,Tucson,Sport,2022,CNG,Manual,2,41831,30.3,1498,3,5,4,Bangalore,86,Low,4.6,4.0
Toyota,Fortuner,Luxury Line,2016,Electric,Automatic,2,104109,17.7,0,0,7,5,Bangalore,79,Medium,17.68,15.37
Honda,WR-V,Performance,2021,CNG,Automatic,1,53679,30.0,1497,3,7,5,Ahmedabad,76,Medium,5.7,4.96
Audi,A4,Crysta,2020,Petrol,Automatic,3,65923,11.5,2998,6,5,5,Bangalore,94,High,28.31,24.62
Tesla,Model Y,Performance,2017,Electric,Automatic,1,87925,418.8,0,0,5,5,Ahmedabad,91,Medium,61.59,53.56
Tata,Punch,Sport,2012,CNG,Manual,1,170291,30.8,998,3,5,5,Ahmedabad,71,Medium,1.75,1.52
Toyota,Fortuner,Performance,2024,Petrol,Automatic,1,18890,17.9,2393,4,7,5,Mumbai,88,Medium,37.81,32.88
Hyundai,Verna,VXI,2018,Electric,Manual,1,121011,17.9,0,0,5,3,Pune,68,Low,3.2,2.78
BMW,5 Series,Legender,2021,Petrol,Automatic,4,69852,12.3,2993,6,5,5,Chennai,75,High,43.0,37.39
Maruti Suzuki,Ertiga,Legender,2021,Electric,Manual,2,63928,24.0,0,0,7,2,Mumbai,94,Low,4.62,4.02
Toyota,Fortuner,LXI,2022,Diesel,Automatic,1,45975,22.4,2393,4,7,4,Hyderabad,98,Medium,34.86,30.31
Tata,Nexon,Sport,2025,Petrol,Automatic,1,8973,22.7,1498,3,7,5,Mumbai,76,Medium,9.19,7.99
Tesla,Model S,LXI,2018,Electric,Automatic,2,91656,467.3,0,0,5,4,Pune,84,Medium,60.05,52.22
Audi,A6,ZXI,2024,CNG,Automatic,2,28143,9.7,1984,4,7,5,Hyderabad,77,High,60.93,52.98
Tata,Punch,Sport,2016,Electric,Manual,1,116148,21.6,0,0,7,5,Hyderabad,73,Medium,3.67,3.19
Maruti Suzuki,Alto,Crysta,2020,Diesel,Manual,1,60794,18.5,1197,3,5,3,Kolkata,95,Low,2.73,2.37
Audi,Q5,Legender,2021,Electric,Automatic,3,73926,492.4,0,0,5,5,Pune,80,High,51.49,44.77
BMW,5 Series,ZXI,2024,Diesel,Automatic,1,18859,14.3,2998,6,7,5,Bangalore,98,High,102.4,89.04
Tesla,Model S,Sport,2012,Electric,Automatic,1,160557,507.9,0,0,5,5,Ahmedabad,83,Medium,34.52,30.02
Hyundai,Tucson,VXI,2025,Electric,Manual,1,14071,15.5,0,0,5,2,Mumbai,92,Low,8.61,7.49
Audi,Q7,LXI,2019,Petrol,Automatic,2,79018,14.8,2998,6,7,4,Ahmedabad,69,High,36.42,31.67
Toyota,Camry,ZXI,2019,Electric,Manual,1,89195,20.5,0,0,5,5,Bangalore,81,Medium,22.6,19.65
Maruti Suzuki,Dzire,Performance,2022,CNG,Manual,1,53276,25.2,1197,3,5,3,Hyderabad,73,Low,3.54,3.08
Maruti Suzuki,Dzire,VXI,2023,CNG,Automatic,1,27164,28.5,1497,3,7,3,Hyderabad,66,Low,4.2,3.65
Mercedes-Benz,E-Class,ZXI,2019,Diesel,Automatic,1,89838,10.8,1998,4,7,5,Bangalore,86,High,64.58,56.16
BMW,3 Series,Performance,2013,Diesel,Automatic,2,168981,13.6,1984,4,7,4,Pune,94,High,15.2,13.22
BMW,5 Series,LXI,2015,Petrol,Automatic,1,148287,13.1,2993,6,5,4,Bangalore,69,High,30.13,26.2
Hyundai,i20,VXI,2024,Electric,Automatic,2,17211,18.1,0,0,5,4,Chennai,75,Low,6.87,5.97
Mahindra,Scorpio,Legender,2020,Petrol,Automatic,1,89575,18.9,1997,4,7,5,Delhi,72,Medium,10.18,8.85
Tesla,Model Y,Legender,2023,Electric,Automatic,1,37918,524.8,0,0,5,5,Mumbai,98,Medium,125.88,109.46
Tata,Punch,Luxury Line,2022,Electric,Automatic,1,46036,19.2,0,0,7,5,Mumbai,73,Medium,7.67,6.67
Hyundai,Grand i10,LXI,2016,Diesel,Manual,1,141732,17.2,998,3,5,4,Kolkata,67,Low,1.66,1.44
Mercedes-Benz,E-Class,LXI,2015,Electric,Automatic,1,147126,399.7,0,0,5,5,Pune,73,High,37.2,32.35
Tata,Nexon,Sport,2017,CNG,Manual,1,100169,23.4,1197,3,5,4,Delhi,74,Medium,3.09,2.69
Hyundai,Tucson,Sport,2015,Diesel,Manual,2,158912,18.2,1498,3,7,3,Bangalore,70,Low,2.31,2.01
Maruti Suzuki,Breza,LXI,2021,Electric,Automatic,1,65257,23.8,0,0,5,2,Chennai,86,Low,4.99,4.34
Honda,Jazz,Luxury Line,2012,CNG,Automatic,1,191086,22.4,1498,3,7,4,Hyderabad,91,Medium,2.67,2.32
Hyundai,Verna,Crysta,2020,Electric,Automatic,3,91385,16.7,0,0,5,2,Pune,77,Low,4.08,3.55
